x733corrnotif,circuitno,sinterval,ticketstatus,physicalcard,smslastsendtime,faultclusterassociationtime,isrootne,diagnosetime,syncflag,sitedownfault,lastoccurrence,type,southboundreporttime,abnormaltype,finterval,acktime,acknowledged,manager,smsplannedtime,standardflag,derivedrulename,transientresult,identifierfromprobe,servername,syntheticstaticstic,pcassociationtime,firstoccurrence,emstype,cruleid8,layerrate,firstinserttime,tttype,ticketgroup,agent,threshold,impacted_traffic,url,pcresultruleids,parentnodetype,severity,flappingstaticstic,projname,standardalarmid,ishub,sourceid,continuance,attacheddeviceoutageflag,cruleid9,cruleid6,syntheticalarmname,rcarulename,sitecode,standardalarmseverity,x733probablecause,cpcgroupid,flash,synresultflag,sitename,alertkey,crole4,extendedattr,smsruleid,smsstatus,fresultflag,ticketgroupid,vendorseverity,processlog,deviceip,fexpire,technology_flag,csynidentifier,tunnelfirstreceivetime,ticketcounter,derivedresult,localpriobj,faultclusterid,ttexpiretime,sitedownflag,devicetype,ransitenum,cpidentifier,diagnosesummary,affectedservice,cruleid4,logicsiteid,standardalarmtype,maintenanceendtime,nodealias,object_class,projstatus,ticketprocessstatus,cruleid2,isaffectedbyattacheddevice,ttruleid,alarmsubtype,opticalpath,businessscenario,objectlevel,originalValues,serial_number,sitetype,ttrecreateflag,standardalarmname,extteaminfo,explanationaddition,siteproperty,filteridentifcation,diagnoserulename,alarmid,southboundclearreporttime,isvip,remark,defaultsuppressflag,ticketrestorename,resultflag,county,attacheddevicename,identifier,diagnosesuppressionparam,originalsystem,total_impacted_subscribers,maintenanceid,synscenarioid,ttrecord,clearalarmfirstreceivetime,summary,alarmreason,physicalport,cruleid5,sitepoweroff,derivedstaticstic,clearalarmlastreceivetime,ttduration,csyngroupid,syntheticalarmseverity,sdynamicalval,ticketid,emsversion,deviceid,count_yn,isrootalarm,alertgroup,fthreshold,devicename,derivedtime,derivedpidentifier,diagnosestatus,sitestage,clearoperator,operationhistory,ttassociationinterval,emsname,city,ticketfailedreason,probablecause,ackoperator,sendttoperator,fruleid,faultlevel,probeid,sitenum,domain,node,ttplannedtime,businessstatuscode,sitepriority,rcaassociationtime,cleartime,cruleid1,rawseverity,room,sfixedval,physicalslot,pccorrelationparam,rawalarmname,physicalportname,location,firstcollecttime,fparam,outageflag,attacheddeviceid,cruleid7,dblastinserttime,attacheddevicetype,tally,lastcollecttime,networktype,vendor,cruleid10,province,rcaresult,businesstype,township,eventtype,cruleid3,netype,syncleartype,pcstaticstic,lastinserttime,alarmname,dbfirstinserttime,cfgroupid,outageupdatetime,ttcreatetime,rcagroupid,managedelement,alarmserialnumber,affectedne,additional_info,sparam,x733specificprob,maintenancebegintime,clearparam,attacheddevicealias,flappingcount,diagnosetype,ticketpriority,scencetype,parentnode,moname,diagnoseplantime,circuitlevel,cfidentifier,derivedgroupid,subalarmname,serverserial,tunnellastreceivetime,fdelay,redefineseverity,isnorthreport,standardalarmsubtype
C1_0_ALX3009P1(ALX_MansheyaEx) Local Cell UnusableU2020_Wireless,,0,Uncreated,,0,1.77422E+12,Yes,0,Real Time,Cell Down,1.77423E+12,1,0,0,900,0,N,U2020_Wireless,0,Not standardized,,Transient Normal,736576259 1 U2020_Wireless Local Cell Unusable,ARPE,,1.77422E+12,1.77422E+12,Huawei U2020,0,,1.77421E+12,No TT,,U2020_Wireless,0,,,202175249,,Uncleared,,,,No,,2:41:25,0,0,0,,,ALX3009,Major,0,1773835187000_4038a1134107ad7c5abdac77a06cc3a9221c139114c7e255803c121c78a45306,No Flash,Normal,ALX3009,"Local Cell ID=30091, Specific Problem=RF Board Unavailable",Pending,"NeType: NodeB| NeLocation: | vendor: | neName: C1_0_ALX3009P1(ALX_MansheyaEx)| alarmName: Local Cell Unusable| alarmLocation: Local Cell ID=30091, Specific Problem=RF Board Unavailable| appendInfo: ",0,Initial status,DC P,0,,,,2400,,,1.77421E+12,0,Normal,"DC=www.huawei.com , SubNetwork=1 , ManagedElement=36767",FC-aabdpro3-20260323-021375,0,No,NodeB,0,1773835187000_4038a1134107ad7c5abdac77a06cc3a9221c139114c7e255803c121c78a45306,,0,0,,0,0,,,0,Normal,202175249,,0,0,,,,"{""transientresult"": 1, ""standardalarmseverity"": 2, ""acknowledged"": 0, ""diagnosestatus"": 0, ""netype"": ""NodeB"", ""isvip"": 0, ""crole4"": 0, ""smsstatus"": 0, ""filteridentifcation"": 0, ""vendor"": 1001, ""syncflag"": 0, ""synresultflag"": 0, ""syntheticalarmseverity"": 0, ""diagnosetype"": 0, ""sitepoweroff"": 0, ""severity"": 4, ""derivedresult"": 0, ""isrootne"": 1, ""emstype"": 1052, ""defaultsuppressflag"": 0, ""sitedownflag"": 0, ""faultlevel"": 4, ""sitedownfault"": 3, ""redefineseverity"": 0, ""tttype"": 0, ""isnorthreport"": 0, ""isrootalarm"": 3, ""rcaresult"": 0, ""ishub"": 0, ""ticketprocessstatus"": 0, ""domain"": 101, ""outageflag"": 0, ""eventtype"": 0, ""ticketstatus"": 0, ""resultflag"": 3, ""standardflag"": 1, ""rawseverity"": 4, ""fresultflag"": 1, ""flash"": 0}",1,,0,,,,,--,,28203,0,No,,Normal,,C,,,1774216218000_12d625afc86ca468b5b457f20622c33b3962d2f5b396ff83c55cf67e88f45cc6,,,0,,0,,1.77422E+12,"Local Cell ID=30091, Specific Problem=RF Board Unavailable UNSPECIFIED_REASON Quality of Service Alarm",,0,0,No,,1.77423E+12,,,Unknown,,,,0,,Symptom alarm,Quality of Service Alarm,5,,0,,No diagnosis,FM,,,0,U2020_Wireless,ALEX1,,,,,2021060921,Major,Probe-0001,0,RAN-3G,C1_0_ALX3009P1(ALX_MansheyaEx),0,0,P2,0,0,202175184,Major,,,30091,cruleid#crole#cinterval#cparam:202175184#5#600#ALX3009##202175249#5#600#ALX3009,Local Cell Unusable,,Alex,1.77421E+12,2105190059_ALX3009,Normal,0,0,1.77423E+12,,1,1.77421E+12,3G,Huawei,0,,Normal,,,Not defined,0,NodeB _15_Huawei M2000,0,,1.77421E+12,Local Cell Unusable,1.77421E+12,1774216218000_12d625afc86ca468b5b457f20622c33b3962d2f5b396ff83c55cf67e88f45cc6,0,0,,36767,736576259,,,,,0,736576259#U2020_Wireless,,19,No diagnosis,0,0,,,0,,,,,1774216218000_56c93227,1.77421E+12,60,Unknown,No,0
C1_0_SIN6547P3(ARS_Nkhil_rsrt) UMTS Cell UnavailableU2020_Wireless,,0,Uncreated,,0,1.77423E+12,Yes,1.77423E+12,Real Time,Cell Down,1.77423E+12,1,0,0,1800,0,N,U2020_Wireless,0,Not standardized,,Transient Normal,736635830 1 U2020_Wireless UMTS Cell Unavailable,ARPE,,1.77423E+12,1.77423E+12,Huawei U2020,0,,1.77423E+12,No TT,,U2020_Wireless,0,,,202175148,,Uncleared,,,,No,,0:01:39,0,0,0,,,SIN6547,Major,0,1774227498000_4905f27886f32db426b638a5b09fce0af19f9764e751267cc5585e99298e8f2d,No Flash,Normal,SIN6547,"Subrack No.=0, Slot No.=3, Subsystem No.=5, RNC ID=223, Cell ID=65476, Cell Name=USIN6547_65476_N_H_F2-1, NodeB ID=6547, NodeB Name=C1_0_SIN6547P3(ARS_Nkhil_rsrt), Local Cell ID=65476, Alarm Cause=Common channel failure or  removal.",Pending,"NeType: BSC6900 UMTS| NeLocation: Physical Root/Ismailia| vendor: | neName: ZRH23| alarmName: UMTS Cell Unavailable| alarmLocation: Subrack No.=0, Slot No.=3, Subsystem No.=5, RNC ID=223, Cell ID=65476, Cell Name=USIN6547_65476_N_H_F2-1, NodeB ID=6547, NodeB Name=C1_0_SIN6547P3(ARS_Nkhil_rsrt), Local Cell ID=65476, Alarm Cause=Common channel failure or  removal.| appendInfo: ",0,Initial status,DC P,0,,,,7200,,,1.77423E+12,0,Normal,"DC=www.huawei.com , SubNetwork=1 , ManagedElement=6928 , RncFunction=1 , UtranCell=65476",FC-aabdpro3-20260323-033272,0,No,NodeB,0,1774227498000_4905f27886f32db426b638a5b09fce0af19f9764e751267cc5585e99298e8f2d,,0,0,,0,0,65476,,0,Normal,202175200,,0,0,,,,"{""transientresult"": 1, ""standardalarmseverity"": 2, ""acknowledged"": 0, ""diagnosestatus"": 6, ""netype"": ""BSC6900 UMTS"", ""isvip"": 0, ""crole4"": 0, ""smsstatus"": 0, ""filteridentifcation"": 0, ""vendor"": 1001, ""syncflag"": 0, ""synresultflag"": 0, ""syntheticalarmseverity"": 0, ""diagnosetype"": 1, ""sitepoweroff"": 0, ""severity"": 4, ""derivedresult"": 0, ""isrootne"": 1, ""emstype"": 1052, ""defaultsuppressflag"": 0, ""sitedownflag"": 0, ""faultlevel"": 4, ""sitedownfault"": 3, ""redefineseverity"": 0, ""tttype"": 0, ""isnorthreport"": 0, ""isrootalarm"": 1, ""rcaresult"": 0, ""ishub"": 0, ""ticketprocessstatus"": 0, ""domain"": 101, ""outageflag"": 0, ""eventtype"": 0, ""ticketstatus"": 0, ""resultflag"": 3, ""standardflag"": 1, ""rawseverity"": 4, ""fresultflag"": 1, ""flash"": 0}",1,,0,,,,,--,2511290003,22202,0,No,,Normal,,C,,,1774227477000_0d9deb4bc3234f6ca3026e0b99fc9c4cfa15aebfc534f8f3c84553dc2116a540,,,0,,0,,1.77423E+12,"Subrack No.=0, Slot No.=3, Subsystem No.=5, RNC ID=223, Cell ID=65476, Cell Name=USIN6547_65476_N_H_F2-1, NodeB ID=6547, NodeB Name=C1_0_SIN6547P3(ARS_Nkhil_rsrt), Local Cell ID=65476, Alarm Cause=Common channel failure or  removal. OUT_OF_SERVICE Quality of Service Alarm",,0,0,No,,1.77423E+12,,,Unknown,,,,0,,Root alarm,Quality of Service Alarm,5,,0,,Diagnosis was canceled,FM,,"operationType:2,operationTime:1774227572944,diagnosetype:1,diagnoserulename:2511290003\noperationType:2,operationTime:1774228820457,diagnosetype:1,diagnoserulename:2511290003\noperationType:2,operationTime:1774230048261,diagnosetype:1,diagnoserulename:2511290003\noperationType:2,operationTime:1774230243960,diagnosetype:1,diagnoserulename:2511290003",0,U2020_Wireless,ARISH,,,,,2021069151,Major,Probe-0001,0,RAN-3G,C1_0_SIN6547P3(ARS_Nkhil_rsrt),0,0,P4,0,0,202175148,Major,,,65476,cruleid#crole#cinterval#cparam:202175148#5#600#SIN6547##202175200#5#600#SIN6547##202175249#4#600#SIN6547,UMTS Cell Unavailable,,Sinai,1.77423E+12,2105190051_SIN6547,Normal,0,0,1.77423E+12,,1,1.77423E+12,3G,Huawei,0,,Normal,,,Not defined,202175249,BSC6900 UMTS _172_Huawei M2000,0,,1.77423E+12,UMTS Cell Unavailable,1.77423E+12,1774227477000_0d9deb4bc3234f6ca3026e0b99fc9c4cfa15aebfc534f8f3c84553dc2116a540,0,0,,6928_0_6547,736635830,,,,,0,736635830#U2020_Wireless,,67,Automatic diagnosis,0,0,ZRH23,C1_0_SIN6547P3(ARS_Nkhil_rsrt),1.77423E+12,,,,,1774227477000_33bde9ea,1.77423E+12,60,Unknown,No,0
FBH32 Monitoring Device Hardware FaultU2020_Wireless,,0,Wait to auto create ticket,,0,0,No,0,Real Time,0,1.77423E+12,1,0,0,900,0,N,U2020_Wireless,0,Not standardized,,Transient Normal,734960823 1 U2020_Wireless Monitoring Device Hardware Fault,ARPE,,0,1.77394E+12,Huawei U2020,0,,1.77394E+12,Auto creation,UPP562125601Monitoring Device Hardware Fault,U2020_Wireless,0,,,0,,Cleared,,,,No,,4:48:55,0,0,0,,,UPP5621,Major,0,,No Flash,Normal,UPP5621,"Cabinet No.=0, Subrack No.=40, Slot No.=0, Board Type=EMU, Site No.=66, Site Type=BTS3900 GSM, Site Name=C2_0_UPP5621P7(MNY_ShkMasoud_MN)",Pending,"NeType: BSC6900 GSM| NeLocation: /Banyswief/| vendor: | neName: FBH32| alarmName: Monitoring Device Hardware Fault| alarmLocation: Cabinet No.=0, Subrack No.=40, Slot No.=0, Board Type=EMU, Site No.=66, Site Type=BTS3900 GSM, Site Name=C2_0_UPP5621P7(MNY_ShkMasoud_MN)| appendInfo: RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20210713_62f0dafc-e40d-11eb-8000-fa163eebf",0,Initial status,DC P,0,,,,1800,,,1.77394E+12,0,Normal,"DC=www.huawei.com , SubNetwork=1 , ManagedElement=762 , BssFunction=0 , BtsSiteMgr=66",,0,No,GBTS,0,,,0,0,,0,0,,,0,Normal,0,,2512180277,0,,,,"{""transientresult"": 1, ""standardalarmseverity"": 2, ""acknowledged"": 0, ""diagnosestatus"": 0, ""netype"": ""BSC6900 GSM"", ""isvip"": 0, ""crole4"": 0, ""smsstatus"": 0, ""filteridentifcation"": 0, ""vendor"": 1001, ""syncflag"": 0, ""synresultflag"": 0, ""syntheticalarmseverity"": 0, ""diagnosetype"": 0, ""sitepoweroff"": 0, ""severity"": 0, ""derivedresult"": 0, ""isrootne"": 0, ""emstype"": 1052, ""defaultsuppressflag"": 1, ""sitedownflag"": 0, ""faultlevel"": 3, ""redefineseverity"": 0, ""tttype"": 2, ""isnorthreport"": 0, ""isrootalarm"": 0, ""rcaresult"": 0, ""ishub"": 0, ""ticketprocessstatus"": 0, ""domain"": 100, ""outageflag"": 0, ""eventtype"": 0, ""ticketstatus"": 4, ""ticketpriority"": 3, ""resultflag"": 0, ""standardflag"": 1, ""rawseverity"": 4, ""fresultflag"": 1, ""flash"": 0}",0,,0,,,,,--,,25601,0,No,,Suppressed,,Normal,,,1773942727000_aad7ea1c115c0d7bb2ee08c5e21a609f6908fe2ab39c112bf0fb61b94419a577,,,0,,0,,1.77394E+12,"Cabinet No.=0, Subrack No.=40, Slot No.=0, Board Type=EMU, Site No.=66, Site Type=BTS3900 GSM, Site Name=C2_0_UPP5621P7(MNY_ShkMasoud_MN) Unknown Probable Cause Equipment Alarm",,0,0,No,,1.77423E+12,,,Unknown,,,,0,,NA,Equipment Alarm,3,,0,,No diagnosis,FM,EMSReport,"operationType:1,operationTime:1773943188527,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943188527\noperationType:6,operationTime:1773943191889,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943191889\noperationType:1,operationTime:1773943277445,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943277445\noperationType:6,operationTime:1773943282126,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943282126\noperationType:1,operationTime:1773943308172,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943308172\noperationType:6,operationTime:1773943314172,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943314172\noperationType:1,operationTime:1773943368617,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943368617\noperationType:6,operationTime:1773943371618,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943371618\noperationType:1,operationTime:1773943378176,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943378176\noperationType:6,operationTime:1773943381143,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943381143\noperationType:1,operationTime:1773943669433,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943669433\noperationType:6,operationTime:1773943673500,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943673500\noperationType:1,operationTime:1773943696394,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943696394\noperationType:6,operationTime:1773943699670,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943699670\noperationType:1,operationTime:1773943751501,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943751501\noperationType:6,operationTime:1773943754360,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943754360\noperationType:1,operationTime:1773943758626,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943758626\noperationType:6,operationTime:1773943761666,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943761666\noperationType:1,operationTime:1773943818761,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943818761\noperationType:6,operationTime:1773943821518,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943821518\noperationType:1,operationTime:1773943869656,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943869656\noperationType:6,operationTime:1773943873258,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943873258\noperationType:1,operationTime:1773943967039,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773943967039\noperationType:6,operationTime:1773943972943,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773943972943\noperationType:1,operationTime:1773944177457,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773944177457\noperationType:6,operationTime:1773944180956,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773944180956\noperationType:1,operationTime:1773944236129,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773944236129\noperationType:6,operationTime:1773944242471,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773944242471\noperationType:1,operationTime:1773944255285,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773944255285\noperationType:6,operationTime:1773944258688,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773944258688\noperationType:1,operationTime:1773944356828,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773944356828\noperationType:6,operationTime:1773944362184,ttruleid:1812010004&#36;Clear Alarm Suppression Rule,markSuppressTime:1773944362184\noperationType:1,operationTime:1773944448367,ttruleid:2512180277&#36;ServiceMajor3,markAutoTime:1773944448367",43200,U2020_Wireless,Maghagha,"TT Cancelled by Suppression Rule （Clear Alarm Suppression Rule)
TT Cancelled by Suppression Rule （Clear Alarm Suppression Rule)
TT Cancelled by Suppression Rule （Clear Alarm Suppression Rule)
TT Cancelled by Suppression Rule （Clear Alarm Suppression R...",,,,2021069131,Minor,Probe-0001,0,RAN-2G,C2_0_UPP5621P7(MNY_ShkMasoud_MN),1.77423E+12,0,P3,0,1.77423E+12,0,Major,,,0,,Monitoring Device Hardware Fault,,North Upper,1.77394E+12,2105190190_UPP5621,Normal,0,0,1.77423E+12,,1,1.77394E+12,2G,Huawei,0,,Normal,,,Not defined,0,BSC6900 GSM_171_Huawei M2000,0,,1.77394E+12,Monitoring Device Hardware Fault,1.77394E+12,1773942727000_aad7ea1c115c0d7bb2ee08c5e21a609f6908fe2ab39c112bf0fb61b94419a577,0,0,,762_0_66,734960823,,,,,0,734960823#U2020_Wireless,,8005,No diagnosis,Low,0,FBH32,C2_0_UPP5621P7(MNY_ShkMasoud_MN),0,,,,,1773942727000_1c4165cf,1.77394E+12,60,Unknown,No,0
UBH03 RF Unit VSWR Threshold CrossedU2020_Wireless,,1200,Dispatched,,0,1.77422E+12,Yes,0,Real Time,0,1.77423E+12,1,0,0,1800,0,N,U2020_Wireless,0,Not standardized,,Transient Normal,736613650 1 U2020_Wireless RF Unit VSWR Threshold Crossed,ARPE,,0,1.77422E+12,Huawei U2020,0,,1.77422E+12,Auto creation,UPP042726529RF Unit VSWR Threshold Crossed,U2020_Wireless,4,,,0,,Uncleared,,,,No,,0:04:48,0,0,0,RF Unit RX Unstable,,UPP0427,Major,0,,No Flash,Normal,UPP0427,"Cabinet No.=1, Subrack No.=4, Slot No.=5, TX Channel No.=0, Board Type=MRFU, VSWR Alarm Threshold (0.1)=20, VSWR=21, Output Power (0.1 dBm)=410, Site No.=42, Site Type=BTS3900A GSM, Site Name=C3_0_UPP0427P7(AST_BaniAdai_2)",Pending,"NeType: BSC6900 GSM| NeLocation: /Asyut/| vendor: | neName: UBH03| alarmName: RF Unit VSWR Threshold Crossed| alarmLocation: Cabinet No.=1, Subrack No.=4, Slot No.=5, TX Channel No.=0, Board Type=MRFU, VSWR Alarm Threshold (0.1)=20, VSWR=21, Output Power (0.1 dBm)=410, Site No.=42, Site Type=BTS3900A GSM, Site Name=C3_0_UPP0427P7(AST_BaniAdai_2)| appendInfo: RAT_INFO=GUL, AFFECTED_RAT=GU, DID=AUTODID_20200623_332150da-b584-11ea-8000-fa163eebf, RF Unit Name=1-4-5",0,Initial status,DC P,0,,,,1800,,,1.77422E+12,0,Normal,"DC=www.huawei.com , SubNetwork=1 , ManagedElement=758 , BssFunction=0 , BtsSiteMgr=42",FC-aabdpro3-20260323-028306,0,No,GBTS,0,,,0,0,,0,0,,,0,Normal,0,,2512180244,0,,,,"{""transientresult"": 1, ""standardalarmseverity"": 2, ""acknowledged"": 0, ""diagnosestatus"": 0, ""netype"": ""BSC6900 GSM"", ""isvip"": 0, ""crole4"": 0, ""smsstatus"": 0, ""filteridentifcation"": 0, ""vendor"": 1001, ""syncflag"": 0, ""synresultflag"": 0, ""syntheticalarmseverity"": 99, ""diagnosetype"": 0, ""sitepoweroff"": 0, ""severity"": 4, ""derivedresult"": 0, ""isrootne"": 1, ""emstype"": 1052, ""defaultsuppressflag"": 0, ""sitedownflag"": 0, ""faultlevel"": 3, ""redefineseverity"": 0, ""tttype"": 2, ""isnorthreport"": 0, ""isrootalarm"": 1, ""rcaresult"": 0, ""ishub"": 0, ""ticketprocessstatus"": 0, ""domain"": 100, ""outageflag"": 0, ""eventtype"": 0, ""ticketstatus"": 21, ""ticketpriority"": 3, ""resultflag"": 0, ""standardflag"": 1, ""rawseverity"": 4, ""syncleartype"": 1, ""fresultflag"": 1, ""flash"": 0}",0,,0,,,,,--,,26529,0,No,,Normal,,Normal,,,1774221784000_4ff01894e61506b60baa4b72bde9fcf979c468414778bbb91d9530422add4bf8,,,0,,2112140001,"{ID:INC-20260323-00000489, Handle Time:1774224331435}",1.77423E+12,"Cabinet No.=1, Subrack No.=4, Slot No.=5, TX Channel No.=0, Board Type=MRFU, VSWR Alarm Threshold (0.1)=20, VSWR=21, Output Power (0.1 dBm)=410, Site No.=42, Site Type=BTS3900A GSM, Site Name=C3_0_UPP0427P7(AST_BaniAdai_2) LINE_INTERFACE_FAILURE Equipment Alarm",,0,0,No,,1.77423E+12,,,Highest level among sub-alarms,4,INC-20260323-00000489,,0,Y,Root alarm,Equipment Alarm,2,,0,,No diagnosis,FM,,"operationType:1,operationTime:1774221878149,ttruleid:2512180244&#36;RF_Unit_VSWR_Threshold_Crossed,markAutoTime:1774221878149",43200,U2020_Wireless,ASSIUT,,,,System,2021069401,Minor,Probe-0001,0,RAN-2G,C3_0_UPP0427P7(AST_BaniAdai_2),1.77422E+12,10,P3,0,0,2403260001,Major,,,0,cruleid#crole#cinterval#cparam:2403260001#4#600#UPP0427,RF Unit VSWR Threshold Crossed,,North Upper,1.77422E+12,2105190069_UPP0427,Normal,0,0,1.77423E+12,,1,1.77422E+12,2G,Huawei,0,,Normal,,,Not defined,0,BSC6900 GSM_171_Huawei M2000,"If all child alarms are cleared, the parent alarm is cleared",,1.77422E+12,RF Unit VSWR Threshold Crossed,1.77422E+12,1774221784000_4ff01894e61506b60baa4b72bde9fcf979c468414778bbb91d9530422add4bf8,0,1.77422E+12,,758_0_42,736613650,,,2112140001_UPP0427,,0,736613650#U2020_Wireless,,16,No diagnosis,Low,0,UBH03,C3_0_UPP0427P7(AST_BaniAdai_2),0,,,,,1774221784000_ff238ef7,1.77422E+12,60,Unknown,No,0
